,genre,id,track,artist,album,release_date,release_year,length_ms,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
Mean mistreating, loving heart
You might also likeAre you headed for a heartache, oh yeah
Gonna get a bad break, oh yeah
You made a bad mistake, oh yeah
Well, you're never gonna find another love like mine
Someone's gonna do you like you done me honey
And when she does you like she'll do you, it ain't funny
You need some sympathy
But don't be calling me
Hey blame it on your lying, cheating, cold deadbeating
Two-timing, double dealing
Mean mistreating, loving heart

Hey blame it on your lying, cheating, cold deadbeating, two-timing, double dealing
Mean mistreating, loving heartEmbed"
17,country,5kUs3EVHCalJewyv29ozfx,Delta Dawn,['Tanya Tucker'],Would You Lay With Me (In a Field of Stone),1974-02-22,1974,175093,False,61,0.621,0.415,5,-11.74,1,0.0345,0.701,0.0,0.366,0.6729999999999999,77.99,"14 ContributorsDelta Dawn Lyrics[Intro]
Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meetin' you here today
To take you to his mansion in the sky?

[Verse]
She's forty-one, and her daddy still calls her baby
All the folks around Brownsville say she's crazy
'Cause she walks downtown with her suitcase in her hand
Looking for a mysterious dark haired man
In her younger days, they called her Delta Dawn
Prettiest woman you ever laid eyes on
Then a man of low degree stood by her side
Promised her he'd take her for his bride

[Chorus]
Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meetin' you here today
To take you to his mansion in the sky?

[Bridge]
Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meetin' you here today
To take you to his mansion in the sky?
You might also like[Chorus]
Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meetin' you here today
To take you to his mansion in the sky?
Delta Dawn, what's that flower you have on?
Could it be a faded rose from days gone by?
And did I hear you say he was a-meetin' you here today
To take you to his mansion in the sky?2Embed"
18,country,2uX5f3x2cObov0iDAPln4o,Song of the South,['Alabama'],Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980-01-01,1980,190800,False,71,0.486,0.633,9,-8.414,1,0.0365,0.17600000000000002,0.0,0.312,0.669,162.158,"26 ContributorsSong of the South LyricsSong, Song of the south
Sweet potato pie and I shut my mouth
Gone, gone with the wind
There ain't no body looking back again
Cotton on roadside, cotton on the ditch
We all picked the cotton but we never got rich
Daddy was a veteran, a Southern Democrat
They oughta get rich man to vote like that

Singing:
Song song of the south
Sweet potato pie, and I shut my mouth
Gone gone with the wind
There ain't no body looking back again

Well somebody told us Wall Street fell
But we were so poor that we couldn't tell
The cotton was short, and the weeds was tall
But Mr. Roosevelt's a' gonna save us all

Well momma got sick, and daddy got down
The county got the farm, and we moved to town
Poppa got a job with the TVA
We bought a washing machine, and then a Chevrolet
See Alabama LiveGet tickets as low as $62You might also like[Outro x 6]
Singing: Song song of the south
Sweet potato pie and I shut my mouth
Gone, gone with the wind
There ain't nobody looking back againEmbed"
19,country,5Pgwi0iizu96RHxJ4xL3SH,Strawberry Wine,['Deana Carter'],Did I Shave My Legs For This?,1996-01-01,1996,291533,False,69,0.5720000000000001,0.449,1,-6.566,1,0.0264,0.314,0.0,0.0301,0.207,122.632,"16 ContributorsStrawberry Wine Lyrics[Verse 1]
He was working through college
On my grandpa's farm
I was thirsting for knowledge
And he had a car
Yeah, I was caught somewhere between a woman and a child
One restless summer we found love growing wild
On the banks of the river on a well-beaten path
It's funny how those memories they last

[Chorus]
Like strawberry wine and seventeen
The hot July moon saw everything
My first taste of love, oh bittersweet
The green on the vine like strawberry wine

[Verse 2]
I still remember
When thirty was old
My biggest fear was September
When he had to go
A few cards and letters and one long distance call
We drifted away like the leaves in the fall
But year after year I come back to this place
Just to remember the taste
See Deana Carter LiveGet tickets as low as $97You might also like[Chorus]
Of strawberry wine and seventeen
The hot July moon saw everything
My first taste of love, oh bittersweet
The green on the vine like strawberry wine

[Bridge]
The fields have grown over now, years since they've seen a plow
There's nothing time hasn't touched
Is it really him or the loss of my innocence
I've been missing so much?
Oh

[Chorus]
Like strawberry wine and seventeen
The hot July moon saw everything
My first taste of love, oh bittersweet
The green on the vine like strawberry wine5Embed"
20,country,6qc34bnVOyqGDPni8H5W0U,Amazed,['Lonestar'],Lonely Grill,1999-01-01,1999,240866,False,72,0.561,0.5429999999999999,1,-8.498,1,0.0324,0.26,0.0,0.124,0.243,139.803,"24 ContributorsAmazed Lyrics[Verse 1]
Every time our eyes meet
This feeling inside me
Is almost more than I can take
Baby, when you touch me
I can feel how much you love me
And it just blows me away

[Pre-Chorus]
I've never been this close to anyone, or anything
I can hear your thoughts
I can see your dreams

[Chorus]
I don't know how you do what you do
I'm so in love with you
It just keeps getting better
I want to spend the rest of my life
With you by my side
Forever and ever
Every little thing that you do
Baby, I'm amazed by you

[Verse 2]
The smell of your skin
The taste of your kiss
The way you whisper in the dark
Your hair all around me
Baby, you surround me
You touch every place in my heart
See Lonestar LiveGet tickets as low as $76You might also like[Pre-Chorus]
Oh, it feels like the first time every time
I want to spend the whole night in your eyes

[Chorus]
I don't know how you do what you do
I'm so in love with you
It just keeps getting better
I want to spend the rest of my life
With you by my side
Forever and ever
Every little thing that you do
Baby, I'm amazed by you

[Guitar Solo]

[Chorus]
Every little thing that you do
I'm so in love with you
It just keeps getting better
I wanna spend the rest of my life
With you by my side
Forever and ever
Every little thing that you do (Every little thing that you do)
Every little thing that you do
Baby, I'm amazed by you15Embed"
21,country,2TIEeLrOQrGnO2D2OeDDJu,Time Marches On,['Tracy Lawrence'],Time Marches On,1996-01-02,1996,185360,False,69,0.856,0.517,6,-9.232000000000001,0,0.0293,0.563,0.000164,0.14400000000000002,0.479,118.399,"10 ContributorsTime Marches On Lyrics[Verse 1]
Sister cries out from her baby bed
Brother runs in, feathers on his head
Mama's in her room, learnin' how to sew
Daddy's drinkin' beer, listenin' to the radio
Hank Williams sings ""Kaw-Liga"" and ""Dear John""
Time marches on, time marches on

[Verse 2]
Now sister's usin' rouge and clear complexion soap
Brother's wearin' beads and he smokes a lot of dope
Mama is depressed, barely makes a sound
Daddy's got a girlfriend in another town
Bob Dylan sings ""Like a Rolling Stone""
And time marches on, time marches on

[Bridge]
The South moves north, the North moves south
A star is born, a star burns out
The only thing that stays the same is
Everything changes, everything changes

[Verse 3]
Now sister calls herself a sexy grandma
Brother's on a diet for high cholesterol
Mama's out of touch with reality
Daddy's in the ground beneath the maple tree
As the angels sing an old Hank Williams song
Time marches on, time marches on
Time marches on, time marches on
Yeah, time marches on, time marches onYou might also likeEmbed"
22,country,3EUl8M6SzxZl03NPkB8mUd,Neon Moon,['Brooks & Dunn'],#1s ... and then some,2009-09-08,2009,263760,False,74,0.698,0.632,9,-6.507999999999999,1,0.0247,0.5539999999999999,0.0,0.11800000000000001,0.45799999999999996,102.40799999999999,"23 ContributorsNeon Moon Lyrics[Verse 1]
When the sun goes down on my side of town
That lonesome feelin' comes to my door
And the whole world turns
Blue

[Verse 2]
There's a rundown bar 'cross the railroad tracks
I've got a table for two, way in the back
Where I sit alone
And think of losin' you

[Pre-Chorus]
I spend most every night
Beneath the light of a neon moon

[Chorus]
Now if you lose your one and only
There's always room here for the lonely
To watch your broken dreams dance
In and out of the beams of a neon moon

[Verse 3]
I think of two young lovers, runnin' wild and free
I close my eyes and sometimes see
You in the shadows
Of this smoke-filled room
See Brooks & Dunn LiveGet tickets as low as $30You might also like[Verse 4]
No tellin' how many tears I've sat here and cried
Or how many lies that I've lied
Tellin' my poor heart
She'll come back someday

[Pre-Chorus]
Oh, but I'll be alright
As long as there's light from a neon moon

[Chorus]
Oh, if you lose your one and only
There's always room here for the lonely
To watch your broken dreams dance
In and out of the beams of a neon moon

[Verse 5]
The jukebox plays on, drink by drink
And the words of every sad song seem to say what I think
And this hurt inside of me
Ain't never gonna end

[Pre-Chorus]
Oh, but I'll be alright
As long as there's light from a neon moon
[Chorus]
Oh, if you lose your one and only
There's always room here for the lonely
To watch your broken dreams dance in and out of the beams
Of a neon moon

[Outro]
Come watch your broken dreams dance
In and out of the beams of a neon moon
Oh, watch your broken dreams dance
In and out of the beams of a neon moon8Embed"
23,country,6WLhSTndp8gFqVn4uWwnRk,Burnin' Love (from the motion picture Lilo & Stitch),['Wynonna'],What The World Needs Now Is Love,2003-08-05,2003,192266,False,55,0.638,0.885,8,-4.171,1,0.0561,0.0597,5.65e-06,0.094,0.861,148.951,"10 ContributorsApril 2021 Singles Release Calendar Lyrics4/1
BTS - ""Film out""
​chloe moriondo - ""I Eat Boys""
Danny Elfman - ""Kick Me (Zach Hill Remix)""
Dayglow - ""Woah Man""
Jacquees - ""Trackstar (QueMix)""
Keith Ape - ""I Don't Want Peace""
Keith Ape - ""I'm JUST""
Kody Lavigne - ""no i'm not okay""
kuru - ""skytearer"" ft. blackwinterwells
Lil Gotit - ""Toosie""
Litany & Oscar Scheller - ""Playlist""
Mat Kearney - ""Anywhere With You""
MOL$ - ""スウキ ベイビー""
Olivia Rodrigo - ""deja vu""
Oscar and the Wolf - ""James""
Ozuna & Ovi - ""Envidioso""
Shotgun Willy & Yung Craka - ""Respected Man""
St. Vincent - ""The Melting of the Sun""
The Voidz - ""The Eternal Tao 2.0""
yvngxchris - ""april fools""
4/2
27CLUB - ""THERAPY""
42 Dugg & Roddy Ricch - ""4 Da Gang""
Amber Van Day & ILIRA - ""See You in Tears""
Bailey Bryan - ""Temporary""
Benny the Butcher & Ransom - ""Spineless""
BROCKHAMPTON - ""COUNT ON ME""
CAL - ""In The Water""
Cami Petyn - ""Tired""
Chiiild & Mahalia - ""Awake""
CMTEN - ""MUSIC BOX""
Desiigner - ""I Get That""
Don Diablo - ""Eyes Closed""
Dove Cameron - ""LazyBaby""
Dro Kenji - ""Superstar""
Freddie Gibbs - ""Big Boss Rabbit""
Fredo Bang - ""Click Up""
Futuristic & Michael Minelli - ""Bad Decisions""
FXXXXY - ""Yeah Kool"" ft. Lil Uzi Vert
GLADES - ""Limbo""
HAERTS - ""Why Only You""
Iggy Azalea - ""Brazil""
Iggy Azalea & Tyga - ""Sip It""
Ina Wroldsen - ""Matters""
Jehry Robinson - ""Out My Face"" ft. Tech N9ne
Jutes - ""Delete My Number""
Kenny Mason - ""RIH""
Kevin Gates - ""Back In Blood (Freestyle)""
Lil Gnar - ""Not the Same"" ft. Lil Skies
LocateEmilio - ""Crash""
Malia Civetz - ""Anybody but You""
MO3 - ""Mob"" ft. Foogiano
​morgxn - ""Porcelain""
Muwop & King Von - ""Nobody Move""
NERVO - ""Pickle"" ft. Paris Hilton & Tinie Tempah
No Dice - ""Peter Griffin""
NUT!!! - ""DOOKIE"" ft. Yung Craka
Olivia Holt - ""love on you.""
Pi’erre Bourne - ""4U""
REI AMI - ""THAT'S ON YOU!""
Rochelle Jordan - ""Something""
Saweetie - Best Friend (Jamie & CHANMINA Remix) ft. CHANMINA, JAMIE & Doja Cat
Shy Glizzy & No Savage - ""Ridiculous""
Snoop Dogg - ""Roaches In My Ashtray"" ft. ProHoeZak
Sunni Colón - ""Provide""
Steele 11 & Rio Leyva - ""SWITCH UP""
Tana Rose - ""I Can Feel The Rush""
Tommy Cash - ""Zuccenberg"" ft. Diplo & $UICIDEBOY$
